State,Year,Fuel_Consumption (Million Liters),Income (Crore INR),Fuel_Price (INR per Liter),Population,Vehicle_Type
Meghalaya,1992,48.58,188509.66,10.8,30577447,Two-Wheeler
Meghalaya,1992,29.79,18919.48,10.8,67079982,Four-Wheeler
Meghalaya,1992,75.54,122556.97,10.8,21693731,Heavy Vehicle
Meghalaya,1993,69.89,197680.76,12.2,87905666,Two-Wheeler
Meghalaya,1993,60.68,108109.1,12.2,38305603,Four-Wheeler
Meghalaya,1993,74.0,160138.19,12.2,45239889,Heavy Vehicle
Meghalaya,1994,4.62,63800.02,13.6,20136250,Two-Wheeler
Meghalaya,1994,84.63,192749.38,13.6,90952894,Four-Wheeler
Meghalaya,1994,41.27,80742.64,13.6,11222083,Heavy Vehicle
Meghalaya,1995,5.1,114499.36,15.0,74010126,Two-Wheeler
Meghalaya,1995,7.73,28557.06,15.0,48831176,Four-Wheeler
Meghalaya,1995,92.24,194785.78,15.0,82390381,Heavy Vehicle
Meghalaya,1996,42.66,48269.47,16.4,76649404,Two-Wheeler
Meghalaya,1996,89.91,182145.59,16.4,48475371,Four-Wheeler
Meghalaya,1996,60.12,197943.88,16.4,37191135,Heavy Vehicle
Meghalaya,1997,4.42,81222.59,17.8,81415808,Two-Wheeler
Meghalaya,1997,10.82,95234.65,17.8,43516910,Four-Wheeler
Meghalaya,1997,16.09,75044.97,17.8,69313592,Heavy Vehicle
Meghalaya,1998,71.27,188197.8,19.2,57092241,Two-Wheeler
Meghalaya,1998,24.44,115183.52,19.2,63508317,Four-Wheeler
Meghalaya,1998,63.96,7057.98,19.2,27272669,Heavy Vehicle
Meghalaya,1999,77.4,166277.13,20.6,16673468,Two-Wheeler
Meghalaya,1999,54.05,69358.97,20.6,94938008,Four-Wheeler
Meghalaya,1999,61.64,23927.73,20.6,76977448,Heavy Vehicle
Meghalaya,2000,77.41,195915.19,22.0,25867046,Two-Wheeler
Meghalaya,2000,86.93,106911.07,22.0,41879904,Four-Wheeler
Meghalaya,2000,15.87,168752.09,22.0,26431009,Heavy Vehicle
Meghalaya,2001,11.71,95790.92,24.8,31351765,Two-Wheeler
Meghalaya,2001,9.01,156808.13,24.8,79460052,Four-Wheeler
Meghalaya,2001,68.87,9234.77,24.8,88759891,Heavy Vehicle
Meghalaya,2002,19.03,163897.55,27.6,64073743,Two-Wheeler
Meghalaya,2002,17.69,193596.94,27.6,31676532,Four-Wheeler
Meghalaya,2002,90.67,80032.04,27.6,59565040,Heavy Vehicle
Meghalaya,2003,9.38,182284.84,30.4,5151856,Two-Wheeler
Meghalaya,2003,26.49,30692.7,30.4,73356477,Four-Wheeler
Meghalaya,2003,4.09,137949.53,30.4,73340721,Heavy Vehicle
Meghalaya,2004,74.5,129972.07,33.2,10504624,Two-Wheeler
Meghalaya,2004,73.39,140017.48,33.2,56150375,Four-Wheeler
Meghalaya,2004,65.65,149286.25,33.2,13077066,Heavy Vehicle
Meghalaya,2005,20.15,115816.95,36.0,48459073,Two-Wheeler
Meghalaya,2005,43.92,169847.33,36.0,86100303,Four-Wheeler
Meghalaya,2005,64.13,23553.9,36.0,56978655,Heavy Vehicle
Meghalaya,2006,39.89,74465.54,38.8,12371270,Two-Wheeler
Meghalaya,2006,6.02,74469.37,38.8,52892037,Four-Wheeler
Meghalaya,2006,50.17,17237.04,38.8,70155543,Heavy Vehicle
Meghalaya,2007,29.76,65936.37,41.6,3350927,Two-Wheeler
Meghalaya,2007,34.17,184370.2,41.6,17090171,Four-Wheeler
Meghalaya,2007,79.27,98356.9,41.6,81132368,Heavy Vehicle
Meghalaya,2008,46.26,98477.86,44.4,43151554,Two-Wheeler
Meghalaya,2008,91.93,170821.99,44.4,82575074,Four-Wheeler
Meghalaya,2008,58.65,36663.85,44.4,22580285,Heavy Vehicle
Meghalaya,2009,64.18,192910.72,47.2,8406885,Two-Wheeler
Meghalaya,2009,70.86,183556.08,47.2,99565658,Four-Wheeler
Meghalaya,2009,2.32,150754.23,47.2,78584758,Heavy Vehicle
Meghalaya,2010,36.71,24226.96,50.0,36295946,Two-Wheeler
Meghalaya,2010,92.54,70171.03,50.0,67354253,Four-Wheeler
Meghalaya,2010,11.41,186830.04,50.0,48627602,Heavy Vehicle
Meghalaya,2011,33.86,124987.48,52.0,44350131,Two-Wheeler
Meghalaya,2011,35.65,76479.16,52.0,45341052,Four-Wheeler
Meghalaya,2011,50.48,36677.6,52.0,10582934,Heavy Vehicle
Meghalaya,2012,66.97,57142.75,54.0,68178576,Two-Wheeler
Meghalaya,2012,98.58,71879.72,54.0,80584516,Four-Wheeler
Meghalaya,2012,26.39,184932.89,54.0,89674581,Heavy Vehicle
Meghalaya,2013,34.53,17563.33,56.0,52378392,Two-Wheeler
Meghalaya,2013,5.95,190417.31,56.0,54973531,Four-Wheeler
Meghalaya,2013,12.75,9810.86,56.0,36751058,Heavy Vehicle
Meghalaya,2014,56.51,59778.51,58.0,20369853,Two-Wheeler
Meghalaya,2014,72.12,83382.26,58.0,80811548,Four-Wheeler
Meghalaya,2014,52.87,64642.22,58.0,50165154,Heavy Vehicle
Meghalaya,2015,76.13,198250.57,60.0,54354105,Two-Wheeler
Meghalaya,2015,70.28,156776.45,60.0,41866528,Four-Wheeler
Meghalaya,2015,9.36,64254.86,60.0,1782564,Heavy Vehicle
Meghalaya,2016,63.87,153031.6,62.0,60093412,Two-Wheeler
Meghalaya,2016,11.27,173677.45,62.0,53784362,Four-Wheeler
Meghalaya,2016,69.1,117914.05,62.0,85292870,Heavy Vehicle
Meghalaya,2017,46.46,59280.6,64.0,3620270,Two-Wheeler
Meghalaya,2017,36.36,167714.72,64.0,50248599,Four-Wheeler
Meghalaya,2017,0.9,81704.86,64.0,17874039,Heavy Vehicle
Meghalaya,2018,4.83,99991.38,66.0,98768641,Two-Wheeler
Meghalaya,2018,15.77,113281.93,66.0,47905361,Four-Wheeler
Meghalaya,2018,72.43,70671.49,66.0,45879049,Heavy Vehicle
Meghalaya,2019,62.57,60426.84,68.0,75472312,Two-Wheeler
Meghalaya,2019,33.06,80275.42,68.0,92376904,Four-Wheeler
Meghalaya,2019,39.26,79529.14,68.0,56436027,Heavy Vehicle
Meghalaya,2020,33.48,109594.79,70.0,97126915,Two-Wheeler
Meghalaya,2020,48.17,43149.8,70.0,548362,Four-Wheeler
Meghalaya,2020,73.77,21569.08,70.0,56550546,Heavy Vehicle
Meghalaya,2021,87.93,35637.44,73.0,5328870,Two-Wheeler
Meghalaya,2021,16.92,29480.21,73.0,89103292,Four-Wheeler
Meghalaya,2021,73.74,123035.83,73.0,92791865,Heavy Vehicle
Meghalaya,2022,83.04,33003.98,76.0,54013070,Two-Wheeler
Meghalaya,2022,22.27,106430.95,76.0,61938939,Four-Wheeler
Meghalaya,2022,15.39,7727.58,76.0,29929450,Heavy Vehicle
Meghalaya,2023,72.88,184957.12,79.0,72834132,Two-Wheeler
Meghalaya,2023,15.18,89675.31,79.0,20136957,Four-Wheeler
Meghalaya,2023,81.37,182976.9,79.0,32935288,Heavy Vehicle
Meghalaya,2024,56.11,147038.97,82.0,1267889,Two-Wheeler
Meghalaya,2024,95.32,123185.34,82.0,32556953,Four-Wheeler
Meghalaya,2024,35.12,69051.09,82.0,83836046,Heavy Vehicle
Meghalaya,2025,80.71,79126.37,85.0,24365996,Two-Wheeler
Meghalaya,2025,47.94,25068.39,85.0,94919701,Four-Wheeler
Meghalaya,2025,36.49,12990.89,85.0,68415641,Heavy Vehicle
Meghalaya,2026,78.16,120664.37,88.0,22903393,Two-Wheeler
Meghalaya,2026,55.75,2953.31,88.0,25497737,Four-Wheeler
Meghalaya,2026,68.94,185965.59,88.0,67081221,Heavy Vehicle
Meghalaya,2027,26.35,178080.93,91.0,8005869,Two-Wheeler
Meghalaya,2027,20.06,185294.18,91.0,67096277,Four-Wheeler
Meghalaya,2027,56.73,178450.08,91.0,94654757,Heavy Vehicle
Meghalaya,2028,79.36,120062.88,94.0,41649451,Two-Wheeler
Meghalaya,2028,51.47,131027.1,94.0,46901963,Four-Wheeler
Meghalaya,2028,72.79,35361.62,94.0,31835928,Heavy Vehicle
Meghalaya,2029,2.87,179069.74,97.0,46041490,Two-Wheeler
Meghalaya,2029,62.05,51452.98,97.0,8768017,Four-Wheeler
Meghalaya,2029,45.66,171207.96,97.0,77769968,Heavy Vehicle
Meghalaya,2030,78.94,144546.17,100.0,65628522,Two-Wheeler
Meghalaya,2030,23.61,111902.27,100.0,49176749,Four-Wheeler
Meghalaya,2030,52.74,17228.88,100.0,89704895,Heavy Vehicle
Meghalaya,2031,51.28,197001.02,102.0,83434037,Two-Wheeler
Meghalaya,2031,44.95,113176.9,102.0,3242457,Four-Wheeler
Meghalaya,2031,42.72,177364.75,102.0,61180052,Heavy Vehicle
Meghalaya,2032,83.93,8511.78,104.0,99454445,Two-Wheeler
Meghalaya,2032,18.95,151890.86,104.0,40395461,Four-Wheeler
Meghalaya,2032,0.27,136101.74,104.0,32970206,Heavy Vehicle
Meghalaya,2033,60.34,127094.84,106.0,47006942,Two-Wheeler
Meghalaya,2033,68.91,164947.51,106.0,88436987,Four-Wheeler
Meghalaya,2033,28.96,78788.34,106.0,99541447,Heavy Vehicle
Meghalaya,2034,11.31,92134.51,108.0,33542316,Two-Wheeler
Meghalaya,2034,67.66,158768.64,108.0,8375020,Four-Wheeler
Meghalaya,2034,46.12,42772.52,108.0,66120032,Heavy Vehicle
Meghalaya,2035,61.83,189400.75,110.0,86185669,Two-Wheeler
Meghalaya,2035,35.92,6365.16,110.0,82084804,Four-Wheeler
Meghalaya,2035,73.02,79082.01,110.0,61667083,Heavy Vehicle
Meghalaya,2036,42.38,117133.68,112.0,83353606,Two-Wheeler
Meghalaya,2036,59.68,80519.08,112.0,71580173,Four-Wheeler
Meghalaya,2036,72.07,151225.29,112.0,36487040,Heavy Vehicle
Meghalaya,2037,83.5,163658.33,114.0,82420616,Two-Wheeler
Meghalaya,2037,68.04,48254.64,114.0,32834948,Four-Wheeler
Meghalaya,2037,15.09,99060.26,114.0,51720114,Heavy Vehicle
Meghalaya,2038,72.98,52737.14,116.0,78139741,Two-Wheeler
Meghalaya,2038,69.28,132996.83,116.0,48987074,Four-Wheeler
Meghalaya,2038,4.43,95353.35,116.0,29122625,Heavy Vehicle
Meghalaya,2039,76.43,180955.03,118.0,63919864,Two-Wheeler
Meghalaya,2039,15.84,187513.17,118.0,52753500,Four-Wheeler
Meghalaya,2039,60.31,1408.94,118.0,6495898,Heavy Vehicle
Meghalaya,2040,55.53,141391.73,120.0,50888125,Two-Wheeler
Meghalaya,2040,70.56,123935.2,120.0,2290391,Four-Wheeler
Meghalaya,2040,87.76,152840.91,120.0,62532863,Heavy Vehicle
Meghalaya,2041,4.36,167105.65,123.0,49390608,Two-Wheeler
Meghalaya,2041,37.83,7648.23,123.0,57527188,Four-Wheeler
Meghalaya,2041,69.85,149088.52,123.0,57973944,Heavy Vehicle
Meghalaya,2042,7.86,4375.57,126.0,25347702,Two-Wheeler
Meghalaya,2042,86.27,79955.86,126.0,98930307,Four-Wheeler
Meghalaya,2042,38.44,187141.22,126.0,76992797,Heavy Vehicle
Meghalaya,2043,27.57,87030.46,129.0,47250894,Two-Wheeler
Meghalaya,2043,76.78,43785.91,129.0,78752458,Four-Wheeler
Meghalaya,2043,53.04,82555.41,129.0,69579876,Heavy Vehicle
Meghalaya,2044,86.69,82219.45,132.0,73986428,Two-Wheeler
Meghalaya,2044,24.06,103707.44,132.0,81846167,Four-Wheeler
Meghalaya,2044,50.11,130586.15,132.0,17269107,Heavy Vehicle
Meghalaya,2045,94.67,130884.74,135.0,28444012,Two-Wheeler
Meghalaya,2045,53.74,86838.47,135.0,87718912,Four-Wheeler
Meghalaya,2045,69.85,99663.61,135.0,31824700,Heavy Vehicle
Meghalaya,2046,90.7,111321.49,138.0,57863832,Two-Wheeler
Meghalaya,2046,93.0,196527.34,138.0,11601237,Four-Wheeler
Meghalaya,2046,54.77,92114.85,138.0,3488973,Heavy Vehicle
Meghalaya,2047,15.33,123333.87,141.0,16088111,Two-Wheeler
Meghalaya,2047,96.67,143424.29,141.0,22466020,Four-Wheeler
Meghalaya,2047,80.8,99706.73,141.0,36366327,Heavy Vehicle
Meghalaya,2048,7.28,123182.73,144.0,3983201,Two-Wheeler
Meghalaya,2048,2.91,158566.13,144.0,24277914,Four-Wheeler
Meghalaya,2048,2.8,131989.18,144.0,77250658,Heavy Vehicle
Meghalaya,2049,32.9,43752.15,147.0,67336007,Two-Wheeler
Meghalaya,2049,98.35,13526.49,147.0,50987374,Four-Wheeler
Meghalaya,2049,45.52,139793.96,147.0,28127463,Heavy Vehicle
Meghalaya,2050,20.63,142574.12,150.0,67649403,Two-Wheeler
Meghalaya,2050,16.62,23661.52,150.0,37083243,Four-Wheeler
Meghalaya,2050,91.46,188153.64,150.0,48978444,Heavy Vehicle
Mizoram,1950,39.11,30480.83,1.5,92048761,Two-Wheeler
Mizoram,1950,82.75,135711.91,1.5,73706547,Four-Wheeler
Mizoram,1950,46.7,85742.33,1.5,90465450,Heavy Vehicle
Mizoram,1951,72.48,81054.5,1.55,78555526,Two-Wheeler
Mizoram,1951,98.08,29248.4,1.55,3947503,Four-Wheeler
Mizoram,1951,20.87,79185.57,1.55,46575465,Heavy Vehicle
Mizoram,1952,21.5,138960.13,1.6,59299248,Two-Wheeler
Mizoram,1952,24.86,7517.44,1.6,8332723,Four-Wheeler
Mizoram,1952,62.37,60600.62,1.6,95247303,Heavy Vehicle
Mizoram,1953,34.83,176295.33,1.65,76989967,Two-Wheeler
Mizoram,1953,36.46,43008.9,1.65,29783525,Four-Wheeler
Mizoram,1953,49.51,187002.95,1.65,22161566,Heavy Vehicle
Mizoram,1954,37.99,49392.06,1.7,95480356,Two-Wheeler
Mizoram,1954,4.76,161976.61,1.7,22514571,Four-Wheeler
Mizoram,1954,79.9,68577.25,1.7,57784088,Heavy Vehicle
Mizoram,1955,68.17,134807.12,1.75,26622105,Two-Wheeler
Mizoram,1955,33.05,60108.96,1.75,20942479,Four-Wheeler
Mizoram,1955,12.0,42251.36,1.75,94252724,Heavy Vehicle
Mizoram,1956,74.38,86011.7,1.8,95745120,Two-Wheeler
Mizoram,1956,75.83,27476.12,1.8,17228661,Four-Wheeler
Mizoram,1956,17.23,61881.62,1.8,36915401,Heavy Vehicle
Mizoram,1957,15.47,193359.79,1.85,69732004,Two-Wheeler
Mizoram,1957,60.43,125263.52,1.85,52121135,Four-Wheeler
Mizoram,1957,98.54,33893.98,1.85,34274080,Heavy Vehicle
Mizoram,1958,38.71,25074.8,1.9,67617835,Two-Wheeler
Mizoram,1958,45.2,152990.05,1.9,5467509,Four-Wheeler
Mizoram,1958,81.83,91367.35,1.9,48162137,Heavy Vehicle
Mizoram,1959,61.59,6905.1,1.95,92326034,Two-Wheeler
Mizoram,1959,89.95,112865.32,1.95,59459027,Four-Wheeler
Mizoram,1959,45.61,171125.58,1.95,97699673,Heavy Vehicle
Mizoram,1960,37.91,79288.03,2.0,34443060,Two-Wheeler
Mizoram,1960,63.43,118128.33,2.0,53893543,Four-Wheeler
Mizoram,1960,4.04,122913.07,2.0,37048403,Heavy Vehicle
Mizoram,1961,89.69,90401.69,2.15,78758133,Two-Wheeler
Mizoram,1961,27.32,8982.64,2.15,39559685,Four-Wheeler
Mizoram,1961,5.08,162608.13,2.15,99033000,Heavy Vehicle
Mizoram,1962,29.86,115964.45,2.3,1224200,Two-Wheeler
Mizoram,1962,49.39,26678.24,2.3,37851060,Four-Wheeler
Mizoram,1962,86.36,39085.06,2.3,39854070,Heavy Vehicle
Mizoram,1963,91.88,89849.16,2.45,54615955,Two-Wheeler
Mizoram,1963,83.56,88802.15,2.45,15622069,Four-Wheeler
Mizoram,1963,3.91,85383.98,2.45,38508805,Heavy Vehicle
Mizoram,1964,30.78,116681.03,2.6,36834895,Two-Wheeler
Mizoram,1964,29.26,111307.3,2.6,58334166,Four-Wheeler
Mizoram,1964,63.38,137103.0,2.6,28830947,Heavy Vehicle
Mizoram,1965,78.54,68660.43,2.75,79118139,Two-Wheeler
Mizoram,1965,88.19,199725.78,2.75,53882566,Four-Wheeler
Mizoram,1965,22.81,8931.55,2.75,27036881,Heavy Vehicle
Mizoram,1966,24.51,165104.14,2.9,83662650,Two-Wheeler
Mizoram,1966,78.7,126830.45,2.9,26530988,Four-Wheeler
Mizoram,1966,15.22,185600.03,2.9,31093415,Heavy Vehicle
Mizoram,1967,65.04,14072.63,3.05,7988898,Two-Wheeler
Mizoram,1967,15.66,164457.58,3.05,48368990,Four-Wheeler
Mizoram,1967,69.73,169870.13,3.05,20554436,Heavy Vehicle
Mizoram,1968,62.52,93940.52,3.2,91178257,Two-Wheeler
Mizoram,1968,58.54,3328.52,3.2,20349134,Four-Wheeler
Mizoram,1968,69.47,174327.22,3.2,73942355,Heavy Vehicle
Mizoram,1969,13.71,130732.86,3.35,84630960,Two-Wheeler
Mizoram,1969,26.83,56943.49,3.35,90403290,Four-Wheeler
Mizoram,1969,72.16,23142.08,3.35,86055058,Heavy Vehicle
Mizoram,1970,85.64,121251.89,3.5,13180344,Two-Wheeler
Mizoram,1970,15.0,191943.63,3.5,27789883,Four-Wheeler
Mizoram,1970,1.28,32915.83,3.5,46507147,Heavy Vehicle
Mizoram,1971,10.87,58120.66,3.75,50002290,Two-Wheeler
Mizoram,1971,1.65,28158.1,3.75,70896523,Four-Wheeler
Mizoram,1971,11.08,127999.58,3.75,81438922,Heavy Vehicle
Mizoram,1972,30.74,24199.64,4.0,24535964,Two-Wheeler
Mizoram,1972,59.38,125128.97,4.0,66544652,Four-Wheeler
Mizoram,1972,76.54,161625.61,4.0,16754790,Heavy Vehicle
Mizoram,1973,66.12,157465.86,4.25,93958466,Two-Wheeler
Mizoram,1973,71.98,24827.18,4.25,61354575,Four-Wheeler
Mizoram,1973,35.2,66445.22,4.25,31684877,Heavy Vehicle
Mizoram,1974,6.16,73442.88,4.5,63200316,Two-Wheeler
Mizoram,1974,30.32,153558.07,4.5,36728266,Four-Wheeler
Mizoram,1974,54.51,157134.67,4.5,90735043,Heavy Vehicle
Mizoram,1975,76.68,10120.41,4.75,34696378,Two-Wheeler
Mizoram,1975,60.36,17013.97,4.75,55335338,Four-Wheeler
Mizoram,1975,75.19,131258.02,4.75,76404501,Heavy Vehicle
Mizoram,1976,59.12,57616.99,5.0,43447139,Two-Wheeler
Mizoram,1976,0.62,107512.55,5.0,9775172,Four-Wheeler
Mizoram,1976,69.81,30675.3,5.0,2007521,Heavy Vehicle
Mizoram,1977,62.81,122618.49,5.25,5089352,Two-Wheeler
Mizoram,1977,74.56,186763.36,5.25,3974253,Four-Wheeler
Mizoram,1977,3.67,65734.48,5.25,98771377,Heavy Vehicle
Mizoram,1978,31.48,117832.37,5.5,94889441,Two-Wheeler
Mizoram,1978,86.7,73149.39,5.5,77921305,Four-Wheeler
Mizoram,1978,23.94,129124.75,5.5,52490157,Heavy Vehicle
Mizoram,1979,52.42,140708.65,5.75,21953967,Two-Wheeler
Mizoram,1979,38.21,134749.36,5.75,45030480,Four-Wheeler
Mizoram,1979,15.61,199633.93,5.75,67675990,Heavy Vehicle
Mizoram,1980,17.18,82219.17,6.0,45308834,Two-Wheeler
Mizoram,1980,38.04,144973.84,6.0,47436108,Four-Wheeler
Mizoram,1980,45.7,33419.19,6.0,51024065,Heavy Vehicle
Mizoram,1981,1.51,50252.77,6.2,13258271,Two-Wheeler
Mizoram,1981,71.99,27996.25,6.2,13570468,Four-Wheeler
Mizoram,1981,85.93,27235.11,6.2,40702188,Heavy Vehicle
Mizoram,1982,57.67,25671.86,6.4,39833050,Two-Wheeler
Mizoram,1982,92.93,6186.28,6.4,12248020,Four-Wheeler
Mizoram,1982,63.06,5794.17,6.4,97674476,Heavy Vehicle
Mizoram,1983,83.23,15167.82,6.6,25834299,Two-Wheeler
Mizoram,1983,16.61,193861.02,6.6,34621315,Four-Wheeler
Mizoram,1983,32.75,23785.41,6.6,94788062,Heavy Vehicle
Mizoram,1984,22.55,169644.39,6.8,38966758,Two-Wheeler
Mizoram,1984,60.45,71816.65,6.8,44352234,Four-Wheeler
Mizoram,1984,95.76,192786.19,6.8,13286866,Heavy Vehicle
Mizoram,1985,79.49,73842.16,7.0,6912591,Two-Wheeler
Mizoram,1985,44.15,87052.01,7.0,98416894,Four-Wheeler
Mizoram,1985,19.21,37492.28,7.0,49585562,Heavy Vehicle
Mizoram,1986,34.66,40088.77,7.2,29217417,Two-Wheeler
Mizoram,1986,21.2,138739.3,7.2,65762950,Four-Wheeler
Mizoram,1986,91.76,40339.94,7.2,82544299,Heavy Vehicle
Mizoram,1987,2.13,144845.44,7.4,7824892,Two-Wheeler
Mizoram,1987,69.33,72547.94,7.4,77393886,Four-Wheeler
Mizoram,1987,60.32,21993.69,7.4,32157990,Heavy Vehicle
Mizoram,1988,0.93,192123.49,7.6,21616837,Two-Wheeler
Mizoram,1988,20.03,78923.41,7.6,63477734,Four-Wheeler
Mizoram,1988,15.14,65312.53,7.6,37341773,Heavy Vehicle
Mizoram,1989,94.08,119836.14,7.8,65007276,Two-Wheeler
Mizoram,1989,32.18,1716.7,7.8,85337516,Four-Wheeler
Mizoram,1989,3.26,54779.95,7.8,11960933,Heavy Vehicle
Mizoram,1990,2.27,83867.24,8.0,59496574,Two-Wheeler
Mizoram,1990,8.77,45316.63,8.0,18251452,Four-Wheeler
Mizoram,1990,77.8,23657.72,8.0,61725954,Heavy Vehicle
Mizoram,1991,50.71,24922.49,9.4,34457036,Two-Wheeler
Mizoram,1991,11.33,150405.91,9.4,84415021,Four-Wheeler
Mizoram,1991,63.32,17285.99,9.4,69892980,Heavy Vehicle
Mizoram,1992,44.97,85091.19,10.8,24328491,Two-Wheeler
Mizoram,1992,54.42,123754.27,10.8,57723161,Four-Wheeler
Mizoram,1992,35.38,22396.44,10.8,26701987,Heavy Vehicle
Mizoram,1993,39.76,87354.37,12.2,82864191,Two-Wheeler
Mizoram,1993,55.16,190598.96,12.2,8025181,Four-Wheeler
Mizoram,1993,5.94,138882.84,12.2,41293016,Heavy Vehicle
Mizoram,1994,17.87,185253.61,13.6,11010067,Two-Wheeler
Mizoram,1994,35.57,178414.54,13.6,48328102,Four-Wheeler
Mizoram,1994,4.45,199258.92,13.6,65273049,Heavy Vehicle
Mizoram,1995,76.32,12276.92,15.0,67751684,Two-Wheeler
Mizoram,1995,2.1,89856.65,15.0,85579425,Four-Wheeler
Mizoram,1995,51.8,104181.48,15.0,9019063,Heavy Vehicle
Mizoram,1996,14.27,14296.02,16.4,46983596,Two-Wheeler
Mizoram,1996,65.56,24877.23,16.4,81921724,Four-Wheeler
Mizoram,1996,51.84,135723.8,16.4,2053056,Heavy Vehicle
Mizoram,1997,8.1,163581.36,17.8,99143375,Two-Wheeler
Mizoram,1997,48.23,111059.84,17.8,66960139,Four-Wheeler
Mizoram,1997,95.58,175327.05,17.8,1485914,Heavy Vehicle
Mizoram,1998,25.02,38253.61,19.2,2109122,Two-Wheeler
Mizoram,1998,49.2,87458.59,19.2,80592495,Four-Wheeler
Mizoram,1998,14.99,144026.76,19.2,24518164,Heavy Vehicle
Mizoram,1999,62.61,181504.37,20.6,25597018,Two-Wheeler
Mizoram,1999,13.89,180348.29,20.6,47521172,Four-Wheeler
Mizoram,1999,55.01,176437.84,20.6,42930319,Heavy Vehicle
Mizoram,2000,6.58,163522.32,22.0,72881610,Two-Wheeler
Mizoram,2000,93.99,29943.58,22.0,52683604,Four-Wheeler
Mizoram,2000,6.34,136169.94,22.0,34932005,Heavy Vehicle
Mizoram,2001,89.45,125249.66,24.8,17140247,Two-Wheeler
Mizoram,2001,30.22,184459.94,24.8,1455307,Four-Wheeler
Mizoram,2001,11.5,109637.29,24.8,33354159,Heavy Vehicle
Mizoram,2002,95.9,175783.31,27.6,28548159,Two-Wheeler
Mizoram,2002,24.31,34488.88,27.6,24063163,Four-Wheeler
Mizoram,2002,22.43,131654.18,27.6,1273763,Heavy Vehicle
Mizoram,2003,73.81,95360.43,30.4,4300541,Two-Wheeler
Mizoram,2003,19.47,115452.83,30.4,2070093,Four-Wheeler
Mizoram,2003,23.12,45137.69,30.4,41600911,Heavy Vehicle
Mizoram,2004,93.89,62010.97,33.2,35080263,Two-Wheeler
Mizoram,2004,39.53,161614.72,33.2,41584314,Four-Wheeler
Mizoram,2004,26.52,19900.09,33.2,66023382,Heavy Vehicle
Mizoram,2005,17.82,144859.84,36.0,5976392,Two-Wheeler
Mizoram,2005,95.76,127503.43,36.0,86783172,Four-Wheeler
Mizoram,2005,74.0,23785.81,36.0,23045356,Heavy Vehicle
Mizoram,2006,29.16,193838.73,38.8,83470011,Two-Wheeler
Mizoram,2006,59.85,71807.5,38.8,65426339,Four-Wheeler
Mizoram,2006,92.41,1385.75,38.8,3682114,Heavy Vehicle
Mizoram,2007,48.92,51619.18,41.6,1254773,Two-Wheeler
Mizoram,2007,0.33,122657.29,41.6,55233199,Four-Wheeler
Mizoram,2007,78.77,76998.81,41.6,967581,Heavy Vehicle
Mizoram,2008,46.85,16553.8,44.4,89683611,Two-Wheeler
Mizoram,2008,90.64,10042.14,44.4,24206188,Four-Wheeler
Mizoram,2008,49.17,120431.66,44.4,90489270,Heavy Vehicle
Mizoram,2009,17.03,44674.62,47.2,64377377,Two-Wheeler
Mizoram,2009,1.6,114979.6,47.2,23097618,Four-Wheeler
Mizoram,2009,9.39,99231.27,47.2,94824529,Heavy Vehicle
Mizoram,2010,13.35,69547.23,50.0,24797580,Two-Wheeler
Mizoram,2010,2.85,194182.64,50.0,72108360,Four-Wheeler
Mizoram,2010,51.0,2043.02,50.0,84000605,Heavy Vehicle
Mizoram,2011,81.25,149682.24,52.0,79396901,Two-Wheeler
Mizoram,2011,4.5,27490.64,52.0,44370994,Four-Wheeler
Mizoram,2011,12.57,28236.88,52.0,10328771,Heavy Vehicle
Mizoram,2012,42.79,49447.44,54.0,75187652,Two-Wheeler
Mizoram,2012,40.16,131611.32,54.0,71275107,Four-Wheeler
Mizoram,2012,67.53,161775.12,54.0,55529286,Heavy Vehicle
Mizoram,2013,36.86,182724.75,56.0,33927133,Two-Wheeler
Mizoram,2013,35.16,5826.06,56.0,89146686,Four-Wheeler
Mizoram,2013,42.56,45752.43,56.0,88012628,Heavy Vehicle
Mizoram,2014,36.86,89649.05,58.0,73580204,Two-Wheeler
Mizoram,2014,21.65,20638.48,58.0,55002664,Four-Wheeler
Mizoram,2014,67.74,172572.88,58.0,4149735,Heavy Vehicle
Mizoram,2015,97.25,113348.54,60.0,12002568,Two-Wheeler
Mizoram,2015,47.7,79979.22,60.0,69747263,Four-Wheeler
Mizoram,2015,70.61,97547.92,60.0,19049719,Heavy Vehicle
Mizoram,2016,40.09,59033.94,62.0,57233412,Two-Wheeler
Mizoram,2016,3.48,185802.0,62.0,59255319,Four-Wheeler
Mizoram,2016,91.75,7083.3,62.0,39911815,Heavy Vehicle
Mizoram,2017,79.88,7568.78,64.0,55707725,Two-Wheeler
Mizoram,2017,0.89,58678.77,64.0,88153422,Four-Wheeler
Mizoram,2017,58.95,122380.32,64.0,67898746,Heavy Vehicle
Mizoram,2018,29.08,160724.59,66.0,77351866,Two-Wheeler
Mizoram,2018,20.59,159563.86,66.0,12772862,Four-Wheeler
Mizoram,2018,88.52,31593.88,66.0,53774707,Heavy Vehicle
Mizoram,2019,0.84,95211.28,68.0,95751818,Two-Wheeler
Mizoram,2019,97.31,38338.93,68.0,13452620,Four-Wheeler
Mizoram,2019,22.21,17298.46,68.0,94621335,Heavy Vehicle
Mizoram,2020,4.12,181102.84,70.0,84949911,Two-Wheeler
Mizoram,2020,8.39,178924.64,70.0,83500115,Four-Wheeler
